cycle #	time	18.03	28.03	32.03	40.03	44.06	45.06	TP	N2/Ar	O2/Ar	N2/O2	Valve	ID	S#	O2 (uM)	O2 Sat (%)	Temp (C)	Calphase (C)	TCphase (C)	C1 (C)	C2 (C)	C1amp (mV)	C2amp (mV)	Temp (mV)	inlet	sock	outlet	MS	flow
53717	6/6/21 12:01 AM	7.41E-09	4.54E-07	1.14E-07	4.39E-09	3.06E-10	3.90E-12	4.41E-06	103.5737251	26.07103003	3.972751556	2	4835	159	343.069	107.168	14.204	28.268	29.434	33.92	4.486	654.3	653.6	349.3	13.53573608	13.59912109	13.61245728	45.39837647	101.4073304
53718	6/6/21 12:01 AM	7.40E-09	4.55E-07	1.15E-07	4.38E-09	3.07E-10	4.04E-12	4.39E-06	103.8307742	26.11819811	3.975418737	2	4835	159	343.069	107.168	14.204	28.268	29.434	33.92	4.486	654.3	653.6	349.3	13.53573608	13.59954834	13.61456299	45.39141846	101.522299
53719	6/6/21 12:01 AM	7.41E-09	4.55E-07	1.14E-07	4.37E-09	3.05E-10	3.87E-12	4.39E-06	103.9615834	26.1492326	3.975703036	2	4835	159	343.069	107.168	14.204	28.268	29.434	33.92	4.486	654.3	653.6	349.3	13.53585815	13.60110474	13.61456299	45.38674927	99.85801074
53720	6/6/21 12:01 AM	7.40E-09	4.54E-07	1.14E-07	4.37E-09	3.05E-10	3.90E-12	4.41E-06	103.7116623	26.08512542	3.9758928	2	4835	159	343.007	107.17	14.213	28.266	29.432	33.913	4.481	654.2	653.6	349.1	13.53607178	13.60031128	13.61483765	45.3843689	99.53710906
53721	6/6/21 12:01 AM	7.41E-09	4.53E-07	1.14E-07	4.37E-09	3.05E-10	3.92E-12	4.39E-06	103.7967299	26.11265345	3.974959116	2	4835	159	343.007	107.17	14.213	28.266	29.432	33.913	4.481	654.2	653.6	349.1	13.53671265	13.60186768	13.61553955	45.37982178	100.6239322
53722	6/6/21 12:01 AM	7.40E-09	4.53E-07	1.14E-07	4.37E-09	3.06E-10	3.79E-12	4.39E-06	103.5782263	26.06569569	3.973737266	2	4835	159	343.007	107.17	14.213	28.266	29.432	33.913	4.481	654.2	653.6	349.1	13.53799439	13.60171509	13.61694336	45.35760498	99.9426542
53723	6/6/21 12:01 AM	7.40E-09	4.52E-07	1.14E-07	4.35E-09	3.05E-10	4.66E-12	4.39E-06	103.7913036	26.11652042	3.974162788	2	4835	159	343.007	107.17	14.213	28.266	29.432	33.913	4.481	654.2	653.6	349.1	13.53698731	13.60354614	13.61587524	45.35253906	99.68404303
53724	6/6/21 12:01 AM	7.38E-09	4.53E-07	1.14E-07	4.38E-09	3.07E-10	4.79E-12	4.41E-06	103.4491795	26.07029302	3.968086565	2	4835	159	343.007	107.17	14.213	28.266	29.432	33.913	4.481	654.2	653.6	349.1	13.53829956	13.60351563	13.61605835	45.34912109	99.80485799
53725	6/6/21 12:01 AM	7.39E-09	4.55E-07	1.14E-07	4.38E-09	3.06E-10	3.90E-12	4.39E-06	103.7907715	26.10803554	3.975433974	2	4835	159	343.007	107.17	14.213	28.266	29.432	33.913	4.481	654.2	653.6	349.1	13.53811646	13.60351563	13.61654663	45.3399353	100.3419669
53726	6/6/21 12:01 AM	7.41E-09	4.54E-07	1.14E-07	4.38E-09	3.06E-10	3.88E-12	4.39E-06	103.7657261	26.11439241	3.973507195	2	4835	159	343.007	107.17	14.213	28.266	29.432	33.913	4.481	654.2	653.6	349.1	13.53820801	13.60385132	13.61737061	45.33538818	99.45778866
53727	6/6/21 12:01 AM	7.40E-09	4.52E-07	1.14E-07	4.36E-09	3.05E-10	3.91E-12	4.37E-06	103.7981111	26.10694508	3.975881159	2	4835	159	343.007	107.17	14.213	28.266	29.432	33.913	4.481	654.2	653.6	349.1	13.53857422	13.60299683	13.61834717	45.33016968	99.37460491
53728	6/6/21 12:01 AM	7.39E-09	4.54E-07	1.14E-07	4.37E-09	3.05E-10	4.19E-12	4.39E-06	103.7194066	26.11218529	3.972069187	2	4835	159	343.007	107.17	14.213	28.266	29.432	33.913	4.481	654.2	653.6	349.1	13.53952026	13.60482788	13.61843872	45.33328247	99.77280286
53729	6/6/21 12:01 AM	7.40E-09	4.53E-07	1.14E-07	4.37E-09	3.06E-10	3.88E-12	4.39E-06	103.7762689	26.1232099	3.972569577	2	4835	159	343.007	107.17	14.213	28.266	29.432	33.913	4.481	654.2	653.6	349.1	13.53952026	13.60586548	13.61843872	45.32763672	100.3224316
53730	6/6/21 12:01 AM	7.39E-09	4.53E-07	1.14E-07	4.36E-09	3.06E-10	3.90E-12	4.39E-06	103.8167237	26.11825639	3.974871913	2	4835	159	343.007	107.17	14.213	28.266	29.432	33.913	4.481	654.2	653.6	349.1	13.54046631	13.6065979	13.61901856	45.32550049	99.02416852
53731	6/6/21 12:01 AM	7.40E-09	4.53E-07	1.14E-07	4.38E-09	3.06E-10	3.86E-12	4.41E-06	103.3913862	26.05062583	3.968863814	2	4835	159	343.007	107.17	14.213	28.266	29.432	33.913	4.481	654.2	653.6	349.1	13.54144287	13.60629273	13.61990356	45.3286438	99.50228049
53732	6/6/21 12:01 AM	7.39E-09	4.55E-07	1.15E-07	4.39E-09	3.07E-10	4.36E-12	4.41E-06	103.678973	26.0960226	3.972979888	2	4835	159	343.007	107.17	14.213	28.266	29.432	33.913	4.481	654.2	653.6	349.1	13.54135132	13.6065979	13.62002564	45.33300781	99.30870407
53733	6/6/21 12:01 AM	7.40E-09	4.55E-07	1.14E-07	4.38E-09	3.06E-10	3.84E-12	4.41E-06	103.732685	26.10808464	3.973201652	2	4835	159	343.007	107.17	14.213	28.266	29.432	33.913	4.481	654.2	653.6	349.1	13.54180908	13.60748291	13.62088013	45.33581543	99.74985629
53734	6/6/21 12:01 AM	7.41E-09	4.56E-07	1.15E-07	4.39E-09	3.07E-10	3.86E-12	4.41E-06	103.8488277	26.10326577	3.978384491	2	4835	159	343.007	107.17	14.213	28.266	29.432	33.913	4.481	654.2	653.6	349.1	13.54150391	13.60687256	13.62109375	45.33468628	98.84286336
